subset,slide_id,patch_id,biological_class,medical_center
normal-UMCU,test_095,10928,normal,UMCU
tumor-RUMC,test_040,24439,tumor,RUMC
normal-RUMC,test_035,68949,normal,RUMC
tumor-UMCU,test_113,17105,tumor,UMCU
normal-RUMC,normal_094,29160,normal,RUMC
normal-UMCU,normal_125,11165,normal,UMCU
normal-UMCU,normal_138,41304,normal,UMCU
normal-RUMC,normal_059,56727,normal,RUMC
tumor-RUMC,tumor_054,57674,tumor,RUMC
tumor-RUMC,test_021,52995,tumor,RUMC
tumor-UMCU,test_073,36097,tumor,UMCU
tumor-RUMC,tumor_011,48596,tumor,RUMC
tumor-RUMC,tumor_055,56066,tumor,RUMC
normal-UMCU,normal_103,15378,normal,UMCU
normal-UMCU,normal_125,15782,normal,UMCU
normal-UMCU,normal_101,21874,normal,UMCU
tumor-RUMC,tumor_068,31638,tumor,RUMC
tumor-UMCU,test_114,15553,tumor,UMCU
tumor-UMCU,tumor_095,27877,tumor,UMCU
tumor-RUMC,tumor_047,34073,tumor,RUMC
tumor-RUMC,tumor_055,48738,tumor,RUMC
tumor-UMCU,tumor_101,11112,tumor,UMCU
tumor-RUMC,tumor_009,56227,tumor,RUMC
normal-RUMC,normal_061,43963,normal,RUMC
normal-RUMC,normal_094,66280,normal,RUMC
tumor-UMCU,tumor_110,7680,tumor,UMCU
tumor-UMCU,test_073,13120,tumor,UMCU
tumor-UMCU,tumor_072,31417,tumor,UMCU
normal-RUMC,normal_035,10196,normal,RUMC
normal-RUMC,test_056,31439,normal,RUMC
tumor-UMCU,tumor_102,57277,tumor,UMCU
normal-RUMC,test_107,61163,normal,RUMC
tumor-RUMC,tumor_009,56648,tumor,RUMC
tumor-UMCU,test_114,31673,tumor,UMCU
tumor-RUMC,tumor_047,26636,tumor,RUMC
normal-UMCU,normal_150,6622,normal,UMCU
normal-RUMC,test_007,37417,normal,RUMC
tumor-RUMC,tumor_064,16714,tumor,RUMC
normal-UMCU,normal_141,3147,normal,UMCU
tumor-RUMC,tumor_016,34444,tumor,RUMC
normal-RUMC,normal_064,52769,normal,RUMC
tumor-UMCU,tumor_109,31746,tumor,UMCU
tumor-RUMC,tumor_068,40631,tumor,RUMC
normal-RUMC,normal_064,42604,normal,RUMC
normal-RUMC,normal_094,48414,normal,RUMC
tumor-UMCU,tumor_088,46301,tumor,UMCU
tumor-UMCU,test_105,27333,tumor,UMCU
tumor-RUMC,test_021,33608,tumor,RUMC
normal-UMCU,test_044,5933,normal,UMCU
tumor-UMCU,tumor_085,22489,tumor,UMCU
normal-UMCU,test_109,30872,normal,UMCU
normal-UMCU,normal_112,31963,normal,UMCU
normal-RUMC,normal_061,33019,normal,RUMC
tumor-UMCU,test_114,21109,tumor,UMCU
tumor-RUMC,tumor_046,38975,tumor,RUMC
normal-RUMC,normal_094,48206,normal,RUMC
normal-UMCU,normal_116,2575,normal,UMCU
normal-RUMC,normal_061,25378,normal,RUMC
normal-UMCU,normal_133,4969,normal,UMCU
tumor-RUMC,tumor_026,66638,tumor,RUMC
tumor-UMCU,tumor_095,22003,tumor,UMCU
tumor-UMCU,tumor_085,11263,tumor,UMCU
normal-UMCU,normal_141,3127,normal,UMCU
normal-RUMC,normal_097,50240,normal,RUMC
tumor-RUMC,tumor_064,59315,tumor,RUMC
tumor-RUMC,tumor_016,34854,tumor,RUMC
normal-UMCU,test_095,6894,normal,UMCU
normal-RUMC,test_039,18754,normal,RUMC
normal-UMCU,normal_147,34168,normal,UMCU
normal-UMCU,normal_137,15396,normal,UMCU
normal-RUMC,test_007,33961,normal,RUMC
tumor-RUMC,tumor_009,17268,tumor,RUMC
tumor-UMCU,test_113,22394,tumor,UMCU
normal-UMCU,normal_147,45075,normal,UMCU
normal-UMCU,normal_138,43817,normal,UMCU
tumor-RUMC,test_021,39197,tumor,RUMC
normal-RUMC,normal_097,28046,normal,RUMC
tumor-UMCU,test_016,6640,tumor,UMCU
normal-UMCU,test_044,10611,normal,UMCU
normal-RUMC,normal_064,65582,normal,RUMC
normal-UMCU,test_095,4752,normal,UMCU
tumor-UMCU,test_113,28891,tumor,UMCU
normal-RUMC,normal_027,57269,normal,RUMC
normal-RUMC,test_059,55847,normal,RUMC
normal-UMCU,normal_137,11859,normal,UMCU
tumor-RUMC,test_021,40480,tumor,RUMC
normal-UMCU,normal_137,23605,normal,UMCU
normal-RUMC,test_107,44703,normal,RUMC
tumor-UMCU,tumor_089,9776,tumor,UMCU
normal-UMCU,normal_101,12430,normal,UMCU
normal-RUMC,test_107,55558,normal,RUMC
tumor-UMCU,tumor_110,11092,tumor,UMCU
normal-RUMC,normal_054,20562,normal,RUMC
normal-RUMC,normal_094,49735,normal,RUMC
normal-UMCU,test_034,17989,normal,UMCU
tumor-UMCU,tumor_110,6242,tumor,UMCU
normal-UMCU,normal_125,32869,normal,UMCU
normal-RUMC,normal_045,67071,normal,RUMC
normal-UMCU,normal_147,19756,normal,UMCU
normal-RUMC,normal_045,39512,normal,RUMC
normal-RUMC,normal_054,17106,normal,RUMC
tumor-UMCU,tumor_078,12060,tumor,UMCU
tumor-RUMC,tumor_054,39448,tumor,RUMC
tumor-RUMC,tumor_064,16712,tumor,RUMC
normal-UMCU,normal_133,51458,normal,UMCU
tumor-UMCU,tumor_088,45248,tumor,UMCU
tumor-RUMC,tumor_009,61318,tumor,RUMC
normal-UMCU,normal_141,1946,normal,UMCU
tumor-RUMC,test_090,38799,tumor,RUMC
tumor-UMCU,test_105,27972,tumor,UMCU
normal-UMCU,normal_103,15175,normal,UMCU
normal-UMCU,normal_141,3229,normal,UMCU
normal-UMCU,normal_101,18140,normal,UMCU
tumor-UMCU,tumor_088,46826,tumor,UMCU
tumor-UMCU,test_073,41513,tumor,UMCU
tumor-UMCU,test_113,20260,tumor,UMCU
normal-RUMC,normal_027,50750,normal,RUMC
tumor-UMCU,tumor_109,33510,tumor,UMCU
normal-RUMC,normal_059,27386,normal,RUMC
normal-UMCU,normal_150,11264,normal,UMCU
normal-RUMC,normal_094,48447,normal,RUMC
normal-RUMC,test_039,19628,normal,RUMC
normal-RUMC,normal_054,24469,normal,RUMC
normal-RUMC,test_059,55004,normal,RUMC
tumor-UMCU,test_105,15946,tumor,UMCU
tumor-RUMC,tumor_026,52345,tumor,RUMC
normal-RUMC,test_056,73693,normal,RUMC
normal-RUMC,normal_061,54128,normal,RUMC
tumor-UMCU,tumor_102,16053,tumor,UMCU
tumor-UMCU,tumor_089,26100,tumor,UMCU
normal-RUMC,test_081,41185,normal,RUMC
tumor-RUMC,test_021,43056,tumor,RUMC
normal-UMCU,normal_133,12584,normal,UMCU
tumor-UMCU,test_114,21124,tumor,UMCU
normal-UMCU,normal_133,37554,normal,UMCU
normal-RUMC,normal_094,51547,normal,RUMC
tumor-UMCU,test_073,39465,tumor,UMCU
tumor-UMCU,tumor_072,31249,tumor,UMCU
normal-RUMC,normal_054,16226,normal,RUMC
tumor-RUMC,tumor_039,47734,tumor,RUMC
normal-UMCU,normal_116,13417,normal,UMCU
tumor-RUMC,test_021,29650,tumor,RUMC
normal-UMCU,normal_137,8366,normal,UMCU
tumor-RUMC,tumor_044,61707,tumor,RUMC
normal-RUMC,test_039,18765,normal,RUMC
normal-RUMC,normal_017,43342,normal,RUMC
normal-UMCU,normal_138,52603,normal,UMCU
normal-UMCU,normal_141,19251,normal,UMCU
tumor-UMCU,tumor_102,18713,tumor,UMCU
normal-RUMC,test_007,33566,normal,RUMC
tumor-RUMC,tumor_046,51451,tumor,RUMC
tumor-UMCU,tumor_101,11255,tumor,UMCU
normal-RUMC,test_039,60261,normal,RUMC
normal-RUMC,normal_059,64662,normal,RUMC
tumor-RUMC,tumor_044,59097,tumor,RUMC
tumor-UMCU,test_113,22389,tumor,UMCU
normal-RUMC,normal_017,31277,normal,RUMC
normal-RUMC,normal_059,28822,normal,RUMC
tumor-UMCU,test_114,13180,tumor,UMCU
normal-UMCU,test_044,10038,normal,UMCU
tumor-RUMC,tumor_016,36604,tumor,RUMC
normal-RUMC,test_007,70184,normal,RUMC
normal-RUMC,normal_094,46930,normal,RUMC
normal-RUMC,normal_035,13611,normal,RUMC
tumor-RUMC,test_068,34020,tumor,RUMC
tumor-RUMC,tumor_064,69667,tumor,RUMC
normal-UMCU,test_044,18058,normal,UMCU
normal-RUMC,normal_045,57593,normal,RUMC
tumor-RUMC,tumor_011,59834,tumor,RUMC
normal-RUMC,test_007,29224,normal,RUMC
normal-RUMC,normal_017,32575,normal,RUMC
tumor-UMCU,tumor_088,13413,tumor,UMCU
normal-RUMC,normal_061,28244,normal,RUMC
normal-UMCU,normal_138,9187,normal,UMCU
tumor-UMCU,test_016,17065,tumor,UMCU
tumor-RUMC,tumor_068,39791,tumor,RUMC
normal-RUMC,test_059,35954,normal,RUMC
normal-UMCU,test_044,8880,normal,UMCU
tumor-RUMC,tumor_054,55489,tumor,RUMC
normal-UMCU,normal_101,13319,normal,UMCU
normal-RUMC,normal_054,42976,normal,RUMC
tumor-RUMC,tumor_046,47992,tumor,RUMC
tumor-UMCU,tumor_078,16870,tumor,UMCU
normal-RUMC,test_039,58079,normal,RUMC
tumor-UMCU,tumor_109,33868,tumor,UMCU
tumor-UMCU,test_114,15085,tumor,UMCU
tumor-UMCU,test_026,11632,tumor,UMCU
tumor-RUMC,test_040,40892,tumor,RUMC
tumor-UMCU,tumor_102,61746,tumor,UMCU
tumor-UMCU,tumor_072,30540,tumor,UMCU
normal-RUMC,normal_027,65039,normal,RUMC
tumor-RUMC,tumor_009,54107,tumor,RUMC
normal-RUMC,test_056,43026,normal,RUMC
tumor-RUMC,tumor_058,21078,tumor,RUMC
tumor-RUMC,tumor_068,39793,tumor,RUMC
tumor-RUMC,tumor_047,46464,tumor,RUMC
tumor-UMCU,tumor_101,26629,tumor,UMCU
normal-RUMC,normal_059,50378,normal,RUMC
normal-UMCU,normal_112,9769,normal,UMCU
tumor-RUMC,test_040,52970,tumor,RUMC
normal-RUMC,test_107,56840,normal,RUMC
normal-RUMC,normal_061,57326,normal,RUMC
normal-UMCU,normal_101,23125,normal,UMCU
tumor-UMCU,test_114,10260,tumor,UMCU
normal-UMCU,normal_121,28756,normal,UMCU
tumor-UMCU,tumor_072,6045,tumor,UMCU
normal-RUMC,test_007,30864,normal,RUMC
tumor-UMCU,test_113,24707,tumor,UMCU
normal-RUMC,normal_035,20149,normal,RUMC
tumor-RUMC,tumor_026,24373,tumor,RUMC
normal-UMCU,normal_147,44082,normal,UMCU
normal-UMCU,normal_133,35742,normal,UMCU
normal-RUMC,test_059,24952,normal,RUMC
tumor-UMCU,tumor_085,12834,tumor,UMCU
tumor-RUMC,test_040,46913,tumor,RUMC
normal-UMCU,normal_137,46714,normal,UMCU
normal-RUMC,normal_045,69668,normal,RUMC
normal-RUMC,normal_059,54124,normal,RUMC
tumor-UMCU,tumor_078,16194,tumor,UMCU
normal-UMCU,normal_150,8358,normal,UMCU
normal-UMCU,normal_150,3628,normal,UMCU
tumor-UMCU,tumor_102,16676,tumor,UMCU
normal-RUMC,normal_027,28822,normal,RUMC
normal-UMCU,normal_121,17544,normal,UMCU
normal-RUMC,normal_064,40436,normal,RUMC
tumor-RUMC,tumor_044,55661,tumor,RUMC
normal-UMCU,test_109,26230,normal,UMCU
tumor-UMCU,tumor_102,59707,tumor,UMCU
normal-UMCU,normal_125,26295,normal,UMCU
tumor-RUMC,test_021,37003,tumor,RUMC
tumor-RUMC,tumor_047,27834,tumor,RUMC
tumor-RUMC,tumor_046,38488,tumor,RUMC
normal-RUMC,normal_094,47812,normal,RUMC
tumor-UMCU,tumor_085,10570,tumor,UMCU
tumor-UMCU,tumor_110,7893,tumor,UMCU
tumor-UMCU,tumor_110,10393,tumor,UMCU
normal-UMCU,normal_121,32449,normal,UMCU
tumor-UMCU,tumor_101,11806,tumor,UMCU
normal-RUMC,test_039,64546,normal,RUMC
normal-UMCU,normal_137,13780,normal,UMCU
tumor-RUMC,test_068,40083,tumor,RUMC
normal-RUMC,normal_094,17500,normal,RUMC
normal-UMCU,normal_137,11850,normal,UMCU
normal-RUMC,test_035,35197,normal,RUMC
normal-UMCU,normal_103,15944,normal,UMCU
normal-UMCU,test_095,3418,normal,UMCU
tumor-RUMC,tumor_068,32487,tumor,RUMC
normal-RUMC,test_039,48270,normal,RUMC
normal-RUMC,test_081,51272,normal,RUMC
tumor-RUMC,tumor_046,45435,tumor,RUMC
normal-UMCU,normal_147,12068,normal,UMCU
tumor-UMCU,tumor_090,17839,tumor,UMCU
tumor-UMCU,tumor_072,30549,tumor,UMCU
normal-RUMC,test_081,46961,normal,RUMC
tumor-UMCU,tumor_109,30699,tumor,UMCU
normal-RUMC,test_056,77165,normal,RUMC
tumor-RUMC,tumor_026,28272,tumor,RUMC
normal-RUMC,normal_045,63610,normal,RUMC
normal-RUMC,test_059,55831,normal,RUMC
tumor-UMCU,tumor_110,9622,tumor,UMCU
normal-UMCU,normal_133,7312,normal,UMCU
normal-UMCU,normal_141,17989,normal,UMCU
tumor-UMCU,tumor_110,9628,tumor,UMCU
tumor-RUMC,tumor_064,71822,tumor,RUMC
normal-UMCU,normal_103,15055,normal,UMCU
tumor-UMCU,tumor_095,23891,tumor,UMCU
normal-RUMC,test_081,50088,normal,RUMC
normal-RUMC,normal_059,28248,normal,RUMC
tumor-RUMC,test_068,39648,tumor,RUMC
normal-UMCU,normal_150,6980,normal,UMCU
tumor-RUMC,tumor_044,59550,tumor,RUMC
tumor-UMCU,test_105,32273,tumor,UMCU
normal-RUMC,normal_059,64507,normal,RUMC
tumor-RUMC,tumor_016,35738,tumor,RUMC
normal-UMCU,normal_121,23067,normal,UMCU
tumor-UMCU,tumor_101,27048,tumor,UMCU
normal-RUMC,normal_017,33448,normal,RUMC
normal-RUMC,test_056,65151,normal,RUMC
tumor-RUMC,tumor_009,15985,tumor,RUMC
tumor-RUMC,tumor_044,70332,tumor,RUMC
normal-RUMC,normal_059,49375,normal,RUMC
tumor-UMCU,test_114,18099,tumor,UMCU
tumor-UMCU,tumor_085,19883,tumor,UMCU
tumor-UMCU,tumor_095,20112,tumor,UMCU
tumor-UMCU,test_073,16769,tumor,UMCU
tumor-RUMC,tumor_055,58249,tumor,RUMC
normal-UMCU,test_044,2623,normal,UMCU
tumor-RUMC,tumor_026,65889,tumor,RUMC
tumor-UMCU,test_114,11769,tumor,UMCU
normal-RUMC,test_059,46079,normal,RUMC
normal-RUMC,normal_017,45927,normal,RUMC
tumor-RUMC,tumor_009,52389,tumor,RUMC
normal-UMCU,normal_138,43608,normal,UMCU
tumor-UMCU,tumor_090,19151,tumor,UMCU
tumor-RUMC,tumor_011,60699,tumor,RUMC
tumor-RUMC,tumor_039,55094,tumor,RUMC
tumor-RUMC,test_040,57730,tumor,RUMC
normal-UMCU,test_109,13015,normal,UMCU
normal-UMCU,normal_112,12549,normal,UMCU
tumor-RUMC,test_021,59914,tumor,RUMC
normal-UMCU,normal_141,18169,normal,UMCU
normal-UMCU,normal_138,47989,normal,UMCU
tumor-UMCU,tumor_072,5166,tumor,UMCU
normal-UMCU,normal_141,18711,normal,UMCU
tumor-UMCU,tumor_072,29493,tumor,UMCU
tumor-RUMC,tumor_064,67521,tumor,RUMC
normal-UMCU,normal_103,3520,normal,UMCU
tumor-RUMC,tumor_026,66640,tumor,RUMC
normal-RUMC,normal_035,39980,normal,RUMC
tumor-RUMC,test_090,26528,tumor,RUMC
normal-UMCU,normal_103,6102,normal,UMCU
normal-UMCU,normal_137,44387,normal,UMCU
normal-UMCU,normal_116,3798,normal,UMCU
normal-UMCU,test_034,23955,normal,UMCU
tumor-UMCU,test_026,10418,tumor,UMCU
normal-RUMC,test_039,58940,normal,RUMC
normal-RUMC,test_056,23990,normal,RUMC
normal-RUMC,normal_061,28318,normal,RUMC
normal-UMCU,normal_138,17545,normal,UMCU
tumor-RUMC,test_068,30989,tumor,RUMC
tumor-RUMC,test_021,20227,tumor,RUMC
tumor-RUMC,tumor_054,55953,tumor,RUMC
normal-UMCU,normal_112,22340,normal,UMCU
tumor-UMCU,test_026,13246,tumor,UMCU
normal-RUMC,test_007,57314,normal,RUMC
tumor-RUMC,tumor_068,34701,tumor,RUMC
normal-RUMC,normal_059,59468,normal,RUMC
tumor-RUMC,tumor_044,64719,tumor,RUMC
normal-RUMC,normal_017,29991,normal,RUMC
normal-UMCU,normal_112,39828,normal,UMCU
tumor-UMCU,tumor_095,18423,tumor,UMCU
normal-UMCU,normal_103,9011,normal,UMCU
normal-RUMC,normal_054,16664,normal,RUMC
tumor-RUMC,tumor_026,64917,tumor,RUMC
tumor-RUMC,tumor_026,24002,tumor,RUMC
tumor-UMCU,tumor_085,26344,tumor,UMCU
tumor-RUMC,tumor_011,62443,tumor,RUMC
tumor-RUMC,tumor_047,30310,tumor,RUMC
normal-RUMC,normal_035,39551,normal,RUMC
tumor-UMCU,test_026,8573,tumor,UMCU
tumor-UMCU,tumor_101,11528,tumor,UMCU
normal-RUMC,test_007,31829,normal,RUMC
normal-UMCU,normal_150,11348,normal,UMCU
tumor-UMCU,test_105,10978,tumor,UMCU
tumor-RUMC,tumor_011,54736,tumor,RUMC
normal-RUMC,normal_045,45984,normal,RUMC
tumor-UMCU,tumor_072,5697,tumor,UMCU
normal-UMCU,test_095,20780,normal,UMCU
tumor-UMCU,tumor_090,16761,tumor,UMCU
normal-RUMC,normal_094,71035,normal,RUMC
normal-UMCU,normal_101,12418,normal,UMCU
normal-RUMC,test_059,65181,normal,RUMC
normal-UMCU,normal_112,9774,normal,UMCU
tumor-UMCU,tumor_088,46238,tumor,UMCU
tumor-RUMC,test_021,63759,tumor,RUMC
normal-UMCU,normal_125,36720,normal,UMCU
normal-UMCU,normal_103,15883,normal,UMCU
normal-UMCU,normal_112,14026,normal,UMCU
normal-RUMC,normal_059,58474,normal,RUMC
normal-UMCU,test_109,11800,normal,UMCU
normal-UMCU,normal_112,27354,normal,UMCU
tumor-UMCU,tumor_085,21446,tumor,UMCU
tumor-UMCU,tumor_095,22853,tumor,UMCU
normal-UMCU,normal_116,3723,normal,UMCU
tumor-UMCU,test_105,32242,tumor,UMCU
tumor-RUMC,tumor_068,37679,tumor,RUMC
normal-RUMC,normal_097,61085,normal,RUMC
tumor-UMCU,tumor_085,12151,tumor,UMCU
tumor-UMCU,tumor_101,11100,tumor,UMCU
tumor-UMCU,tumor_089,25049,tumor,UMCU
normal-UMCU,test_034,21001,normal,UMCU
normal-RUMC,test_007,63727,normal,RUMC
tumor-UMCU,test_073,17786,tumor,UMCU
tumor-RUMC,test_040,58163,tumor,RUMC
tumor-RUMC,test_090,60881,tumor,RUMC
tumor-RUMC,tumor_009,13022,tumor,RUMC
tumor-RUMC,tumor_039,45139,tumor,RUMC
tumor-UMCU,tumor_088,46652,tumor,UMCU
normal-UMCU,normal_116,3035,normal,UMCU
tumor-RUMC,tumor_046,38935,tumor,RUMC
tumor-UMCU,tumor_090,14805,tumor,UMCU
normal-RUMC,test_035,54704,normal,RUMC
tumor-RUMC,tumor_054,56347,tumor,RUMC
normal-UMCU,test_109,15149,normal,UMCU
normal-RUMC,normal_059,59891,normal,RUMC
tumor-RUMC,test_068,36610,tumor,RUMC
tumor-UMCU,test_026,9582,tumor,UMCU
normal-RUMC,normal_054,16237,normal,RUMC
normal-UMCU,normal_112,25590,normal,UMCU
tumor-RUMC,tumor_047,46448,tumor,RUMC
normal-RUMC,normal_061,61484,normal,RUMC
tumor-UMCU,tumor_102,58491,tumor,UMCU
tumor-UMCU,test_114,30005,tumor,UMCU
tumor-UMCU,tumor_088,45540,tumor,UMCU
tumor-RUMC,tumor_026,26099,tumor,RUMC
normal-UMCU,normal_137,45613,normal,UMCU
tumor-RUMC,tumor_009,26600,tumor,RUMC
tumor-RUMC,test_090,26981,tumor,RUMC
normal-RUMC,normal_059,59023,normal,RUMC
tumor-RUMC,test_040,54704,tumor,RUMC
tumor-RUMC,tumor_055,59110,tumor,RUMC
normal-UMCU,normal_103,18121,normal,UMCU
normal-RUMC,normal_035,22250,normal,RUMC
tumor-UMCU,test_016,2268,tumor,UMCU
tumor-RUMC,tumor_044,36168,tumor,RUMC
normal-RUMC,test_107,48579,normal,RUMC
tumor-RUMC,tumor_064,57160,tumor,RUMC
normal-UMCU,test_044,10048,normal,UMCU
normal-RUMC,test_056,45142,normal,RUMC
normal-UMCU,test_095,2999,normal,UMCU
tumor-RUMC,tumor_054,59410,tumor,RUMC
tumor-RUMC,tumor_044,47882,tumor,RUMC
normal-RUMC,test_007,65411,normal,RUMC
normal-UMCU,normal_137,46003,normal,UMCU
normal-UMCU,normal_125,16313,normal,UMCU
tumor-RUMC,tumor_044,68184,tumor,RUMC
tumor-UMCU,test_073,4687,tumor,UMCU
normal-UMCU,normal_103,17072,normal,UMCU
tumor-RUMC,test_040,56862,tumor,RUMC
normal-UMCU,test_044,5362,normal,UMCU
tumor-UMCU,tumor_085,11984,tumor,UMCU
tumor-UMCU,tumor_095,22855,tumor,UMCU
normal-UMCU,test_095,18638,normal,UMCU
tumor-RUMC,test_068,35746,tumor,RUMC
tumor-RUMC,test_068,37480,tumor,RUMC
normal-RUMC,test_007,30955,normal,RUMC
tumor-UMCU,tumor_095,26197,tumor,UMCU
normal-UMCU,normal_137,38947,normal,UMCU
tumor-RUMC,tumor_026,16276,tumor,RUMC
normal-RUMC,test_059,37127,normal,RUMC
tumor-UMCU,test_105,31753,tumor,UMCU
tumor-UMCU,test_114,15260,tumor,UMCU
tumor-UMCU,tumor_078,20000,tumor,UMCU
tumor-RUMC,test_090,34179,tumor,RUMC
normal-UMCU,normal_116,13366,normal,UMCU
normal-UMCU,normal_150,4724,normal,UMCU
normal-UMCU,normal_125,40832,normal,UMCU
tumor-UMCU,test_114,32807,tumor,UMCU
normal-RUMC,test_081,43909,normal,RUMC
tumor-RUMC,test_068,34457,tumor,RUMC
normal-RUMC,normal_064,63501,normal,RUMC
tumor-UMCU,test_073,18108,tumor,UMCU
tumor-RUMC,tumor_026,62330,tumor,RUMC
normal-RUMC,test_107,39953,normal,RUMC
normal-UMCU,normal_137,49448,normal,UMCU
tumor-RUMC,test_040,46463,tumor,RUMC
tumor-UMCU,tumor_110,15876,tumor,UMCU
normal-RUMC,test_039,58070,normal,RUMC
tumor-RUMC,tumor_054,12299,tumor,RUMC
normal-RUMC,test_059,46886,normal,RUMC
tumor-UMCU,tumor_110,7645,tumor,UMCU
normal-UMCU,test_109,13593,normal,UMCU
normal-RUMC,test_081,33805,normal,RUMC
tumor-RUMC,tumor_064,20492,tumor,RUMC
normal-UMCU,normal_138,34098,normal,UMCU
normal-UMCU,normal_101,7468,normal,UMCU
normal-RUMC,test_056,29626,normal,RUMC
normal-RUMC,normal_061,25416,normal,RUMC
tumor-RUMC,test_021,41311,tumor,RUMC
normal-UMCU,test_095,15843,normal,UMCU
tumor-UMCU,tumor_078,16450,tumor,UMCU
tumor-RUMC,tumor_054,22275,tumor,RUMC
normal-RUMC,normal_059,49946,normal,RUMC
normal-RUMC,normal_017,42910,normal,RUMC
tumor-UMCU,tumor_095,29131,tumor,UMCU
tumor-UMCU,tumor_085,20395,tumor,UMCU
normal-RUMC,normal_054,14520,normal,RUMC
normal-RUMC,test_007,37458,normal,RUMC
normal-RUMC,normal_061,62777,normal,RUMC
tumor-RUMC,tumor_016,39195,tumor,RUMC
normal-RUMC,test_107,56843,normal,RUMC
normal-RUMC,test_039,58508,normal,RUMC
tumor-UMCU,tumor_090,17198,tumor,UMCU
tumor-UMCU,tumor_085,12856,tumor,UMCU
tumor-UMCU,test_114,15171,tumor,UMCU
normal-UMCU,normal_137,14363,normal,UMCU
tumor-UMCU,test_073,46494,tumor,UMCU
tumor-RUMC,tumor_026,53276,tumor,RUMC
normal-RUMC,test_081,34208,normal,RUMC
normal-RUMC,test_007,28688,normal,RUMC
tumor-UMCU,tumor_102,61142,tumor,UMCU
normal-RUMC,normal_035,25729,normal,RUMC
tumor-RUMC,tumor_068,36300,tumor,RUMC
normal-UMCU,test_034,22325,normal,UMCU
tumor-RUMC,test_068,35320,tumor,RUMC
normal-RUMC,normal_094,31187,normal,RUMC
normal-UMCU,test_034,7914,normal,UMCU
normal-RUMC,normal_094,52789,normal,RUMC
tumor-UMCU,tumor_085,27912,tumor,UMCU
tumor-RUMC,test_090,44652,tumor,RUMC
tumor-RUMC,tumor_046,42375,tumor,RUMC
normal-UMCU,normal_130,21819,normal,UMCU
normal-UMCU,normal_112,26702,normal,UMCU
tumor-RUMC,tumor_055,56942,tumor,RUMC
normal-RUMC,test_039,58061,normal,RUMC
tumor-RUMC,tumor_055,47866,tumor,RUMC
tumor-UMCU,test_114,15087,tumor,UMCU
tumor-RUMC,test_090,31177,tumor,RUMC
normal-RUMC,normal_097,55520,normal,RUMC
tumor-UMCU,tumor_109,32282,tumor,UMCU
tumor-UMCU,tumor_102,58492,tumor,UMCU
tumor-UMCU,tumor_101,28167,tumor,UMCU
normal-UMCU,test_109,1526,normal,UMCU
normal-UMCU,normal_147,46999,normal,UMCU
normal-UMCU,normal_141,17772,normal,UMCU
tumor-UMCU,tumor_109,37013,tumor,UMCU
normal-RUMC,normal_054,21436,normal,RUMC
tumor-RUMC,tumor_054,14065,tumor,RUMC
tumor-UMCU,test_113,22828,tumor,UMCU
tumor-RUMC,test_021,40544,tumor,RUMC
normal-UMCU,normal_125,39657,normal,UMCU
tumor-RUMC,tumor_011,64585,tumor,RUMC
normal-UMCU,normal_147,37927,normal,UMCU
tumor-UMCU,tumor_110,15857,tumor,UMCU
tumor-RUMC,tumor_064,21784,tumor,RUMC
normal-UMCU,normal_137,47963,normal,UMCU
tumor-RUMC,tumor_068,37676,tumor,RUMC
tumor-RUMC,tumor_046,43664,tumor,RUMC
tumor-RUMC,tumor_039,54653,tumor,RUMC
tumor-RUMC,tumor_068,35123,tumor,RUMC
normal-RUMC,normal_017,29123,normal,RUMC
normal-RUMC,normal_097,60212,normal,RUMC
tumor-RUMC,tumor_058,23680,tumor,RUMC
normal-RUMC,test_035,36474,normal,RUMC
tumor-UMCU,tumor_090,14382,tumor,UMCU
normal-RUMC,normal_054,16685,normal,RUMC
tumor-UMCU,tumor_078,17623,tumor,UMCU
normal-UMCU,normal_125,16989,normal,UMCU
tumor-UMCU,tumor_095,21145,tumor,UMCU
tumor-UMCU,tumor_095,22612,tumor,UMCU
tumor-UMCU,test_026,7965,tumor,UMCU
tumor-UMCU,tumor_109,36663,tumor,UMCU
tumor-RUMC,tumor_047,52660,tumor,RUMC
tumor-RUMC,tumor_026,13268,tumor,RUMC
normal-RUMC,test_107,41242,normal,RUMC
normal-UMCU,normal_116,4577,normal,UMCU
normal-RUMC,normal_097,37626,normal,RUMC
normal-UMCU,normal_112,28459,normal,UMCU
tumor-UMCU,test_016,7921,tumor,UMCU
normal-RUMC,normal_017,46359,normal,RUMC
tumor-UMCU,test_026,9783,tumor,UMCU
normal-UMCU,test_109,3387,normal,UMCU
normal-RUMC,test_059,28770,normal,RUMC
tumor-UMCU,tumor_088,46478,tumor,UMCU
normal-UMCU,normal_130,25532,normal,UMCU
normal-UMCU,test_044,6353,normal,UMCU
normal-UMCU,test_109,12932,normal,UMCU
normal-RUMC,normal_064,50596,normal,RUMC
normal-RUMC,test_007,24900,normal,RUMC
normal-RUMC,normal_017,37325,normal,RUMC
tumor-RUMC,tumor_016,34870,tumor,RUMC
normal-RUMC,normal_017,17927,normal,RUMC
tumor-RUMC,tumor_016,26676,tumor,RUMC
normal-UMCU,test_109,12148,normal,UMCU
normal-RUMC,normal_017,31719,normal,RUMC
tumor-UMCU,tumor_088,44543,tumor,UMCU
tumor-UMCU,tumor_085,22144,tumor,UMCU
tumor-UMCU,test_105,16518,tumor,UMCU
normal-UMCU,normal_112,6867,normal,UMCU
